label,text,text_clean,tokens,tokens_stemmed,tokens_lemmatized,text_tokens,text_stemmed,text_lemmatized
ham,Actually getting ready to leave the house.,actually getting ready to leave the house,"['actually', 'getting', 'ready', 'leave', 'house']","['actual', 'get', 'readi', 'leav', 'hous']","['actually', 'get', 'ready', 'leave', 'house']",actually getting ready leave house,actual get readi leav hous,actually get ready leave house
ham,K..k..any special today?,k k any special today,"['special', 'today']","['special', 'today']","['special', 'today']",special today,special today,special today
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting for you,"['urgent', 'important', 'information', 'user', 'today', 'lucky', 'day', 'find', 'log', 'onto', 'fantastic', 'surprise', 'awaiting']","['urgent', 'import', 'inform', 'user', 'today', 'lucki', 'day', 'find', 'log', 'onto', 'fantast', 'surpris', 'await']","['urgent', 'important', 'information', 'user', 'today', 'lucky', 'day', 'find', 'log', 'onto', 'fantastic', 'surprise', 'awaiting']",urgent important information user today lucky day find log onto fantastic surprise awaiting,urgent import inform user today lucki day find log onto fantast surpris await,urgent important information user today lucky day find log onto fantastic surprise awaiting
ham,Then we gotta do it after that,then we gotta do it after that,"['got', 'ta']","['got', 'ta']","['get', 'ta']",got ta,got ta,get ta
ham,"I've got ten bucks, jay is being noncomittal",i ve got ten bucks jay is being noncomittal,"['got', 'ten', 'bucks', 'jay', 'noncomittal']","['got', 'ten', 'buck', 'jay', 'noncomitt']","['get', 'ten', 'buck', 'jay', 'noncomittal']",got ten bucks jay noncomittal,got ten buck jay noncomitt,get ten buck jay noncomittal
ham,Where at were hungry too,where at were hungry too,['hungry'],['hungri'],['hungry'],hungry,hungri,hungry
ham,Pls speak to that customer machan.,pls speak to that customer machan,"['pls', 'speak', 'customer', 'machan']","['pl', 'speak', 'custom', 'machan']","['pls', 'speak', 'customer', 'machan']",pls speak customer machan,pl speak custom machan,pls speak customer machan
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,"['somewhere', 'beneath', 'pale', 'moon', 'light', 'someone', 'think', 'dreams', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dreams']","['somewher', 'beneath', 'pale', 'moon', 'light', 'someon', 'think', 'dream', 'come', 'true', 'goodnit', 'amp', 'sweet', 'dream']","['somewhere', 'beneath', 'pale', 'moon', 'light', 'someone', 'think', 'dream', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dream']",somewhere beneath pale moon light someone think dreams come true goodnite amp sweet dreams,somewher beneath pale moon light someon think dream come true goodnit amp sweet dream,somewhere beneath pale moon light someone think dream come true goodnite amp sweet dream
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']","['wen', 'ur', 'lovabl', 'bcum', 'angri', 'wid', 'dnt', 'take', 'serious', 'coz', 'angri', 'childish', 'true', 'way', 'show', 'deep', 'affect', 'care', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']","['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'true', 'way', 'show', 'deep', 'affection', 'care', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",wen ur lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv kettoda manda nice day da,wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da,wen ur lovable bcums angry wid dnt take seriously coz angry childish true way show deep affection care luv kettoda manda nice day da
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear u ve been invited to xchat this is our final attempt to contact u txt chat to p msgrcvdhg suite lands row w j hl ldn yrs,"['dear', 'invited', 'xchat', 'final', 'attempt', 'contact', 'txt', 'chat', 'msgrcvdhg', 'suite', 'lands', 'row', 'hl', 'ldn', 'yrs']","['dear', 'invit', 'xchat', 'final', 'attempt', 'contact', 'txt', 'chat', 'msgrcvdhg', 'suit', 'land', 'row', 'hl', 'ldn', 'yr']","['dear', 'invite', 'xchat', 'final', 'attempt', 'contact', 'txt', 'chat', 'msgrcvdhg', 'suite', 'land', 'row', 'hl', 'ldn', 'yr']",dear invited xchat final attempt contact txt chat msgrcvdhg suite lands row hl ldn yrs,dear invit xchat final attempt contact txt chat msgrcvdhg suit land row hl ldn yr,dear invite xchat final attempt contact txt chat msgrcvdhg suite land row hl ldn yr
ham,So wats ur opinion abt him and how abt is character?,so wats ur opinion abt him and how abt is character,"['wats', 'ur', 'opinion', 'abt', 'abt', 'character']","['wat', 'ur', 'opinion', 'abt', 'abt', 'charact']","['wats', 'ur', 'opinion', 'abt', 'abt', 'character']",wats ur opinion abt abt character,wat ur opinion abt abt charact,wats ur opinion abt abt character
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay is snickering and tells me that x is totally fucking up the chords as we speak,"['jay', 'snickering', 'tells', 'totally', 'fucking', 'chords', 'speak']","['jay', 'snicker', 'tell', 'total', 'fuck', 'chord', 'speak']","['jay', 'snicker', 'tell', 'totally', 'fuck', 'chord', 'speak']",jay snickering tells totally fucking chords speak,jay snicker tell total fuck chord speak,jay snicker tell totally fuck chord speak
ham,No..few hours before.went to hair cut .,no few hours before went to hair cut,"['hours', 'went', 'hair', 'cut']","['hour', 'went', 'hair', 'cut']","['hour', 'go', 'hair', 'cut']",hours went hair cut,hour went hair cut,hour go hair cut
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,no wonder cos i dun rem seeing a silver car but i thk i saw a black one,"['wonder', 'cos', 'dun', 'rem', 'seeing', 'silver', 'car', 'thk', 'saw', 'black', 'one']","['wonder', 'co', 'dun', 'rem', 'see', 'silver', 'car', 'thk', 'saw', 'black', 'one']","['wonder', 'co', 'dun', 'rem', 'see', 'silver', 'car', 'thk', 'saw', 'black', 'one']",wonder cos dun rem seeing silver car thk saw black one,wonder co dun rem see silver car thk saw black one,wonder co dun rem see silver car thk saw black one
ham,Lmao. Take a pic and send it to me.,lmao take a pic and send it to me,"['lmao', 'take', 'pic', 'send']","['lmao', 'take', 'pic', 'send']","['lmao', 'take', 'pic', 'send']",lmao take pic send,lmao take pic send,lmao take pic send
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),speak only when you feel your words are better than the silence gud mrng,"['speak', 'feel', 'words', 'better', 'silence', 'gud', 'mrng']","['speak', 'feel', 'word', 'better', 'silenc', 'gud', 'mrng']","['speak', 'feel', 'word', 'well', 'silence', 'gud', 'mrng']",speak feel words better silence gud mrng,speak feel word better silenc gud mrng,speak feel word well silence gud mrng
ham,No. She's currently in scotland for that.,no she s currently in scotland for that,"['currently', 'scotland']","['current', 'scotland']","['currently', 'scotland']",currently scotland,current scotland,currently scotland
ham,Do you work all this week ?,do you work all this week,"['work', 'week']","['work', 'week']","['work', 'week']",work week,work week,work week
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs win ppmx age,"['congratulations', 'ur', 'awarded', 'either', 'cd', 'gift', 'vouchers', 'free', 'entry', 'weekly', 'draw', 'txt', 'music', 'tncs', 'win', 'ppmx', 'age']","['congratul', 'ur', 'award', 'either', 'cd', 'gift', 'voucher', 'free', 'entri', 'weekli', 'draw', 'txt', 'music', 'tnc', 'win', 'ppmx', 'age']","['congratulation', 'ur', 'award', 'either', 'cd', 'gift', 'voucher', 'free', 'entry', 'weekly', 'draw', 'txt', 'music', 'tncs', 'win', 'ppmx', 'age']",congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs win ppmx age,congratul ur award either cd gift voucher free entri weekli draw txt music tnc win ppmx age,congratulation ur award either cd gift voucher free entry weekly draw txt music tncs win ppmx age
ham,Lol great now im getting hungry.,lol great now im getting hungry,"['lol', 'great', 'im', 'getting', 'hungry']","['lol', 'great', 'im', 'get', 'hungri']","['lol', 'great', 'im', 'get', 'hungry']",lol great im getting hungry,lol great im get hungri,lol great im get hungry
ham,Yes.. now only saw your message..,yes now only saw your message,"['yes', 'saw', 'message']","['ye', 'saw', 'messag']","['yes', 'saw', 'message']",yes saw message,ye saw messag,yes saw message
ham,I'll be at mu in like  &lt;#&gt;  seconds,i ll be at mu in like lt gt seconds,"['mu', 'like', 'lt', 'gt', 'seconds']","['mu', 'like', 'lt', 'gt', 'second']","['mu', 'like', 'lt', 'gt', 'second']",mu like lt gt seconds,mu like lt gt second,mu like lt gt second
ham,Ok...,ok,['ok'],['ok'],['ok'],ok,ok,ok
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw exeter bit worried x,"['thing', 'good', 'thanx', 'got', 'exams', 'march', 'ive', 'done', 'revision', 'fran', 'still', 'boyf', 'ive', 'got', 'ta', 'interviw', 'exeter', 'bit', 'worried']","['thing', 'good', 'thanx', 'got', 'exam', 'march', 'ive', 'done', 'revis', 'fran', 'still', 'boyf', 'ive', 'got', 'ta', 'interviw', 'exet', 'bit', 'worri']","['thing', 'good', 'thanx', 'get', 'exams', 'march', 'ive', 'do', 'revision', 'fran', 'still', 'boyf', 'ive', 'get', 'ta', 'interviw', 'exeter', 'bit', 'worry']",thing good thanx got exams march ive done revision fran still boyf ive got ta interviw exeter bit worried,thing good thanx got exam march ive done revis fran still boyf ive got ta interviw exet bit worri,thing good thanx get exams march ive do revision fran still boyf ive get ta interviw exeter bit worry
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february i ll come up,"['tell', 'make', 'little', 'spreadsheet', 'track', 'whose', 'idea', 'smoke', 'determine', 'smokes', 'much', 'entire', 'month', 'february', 'come']","['tell', 'make', 'littl', 'spreadsheet', 'track', 'whose', 'idea', 'smoke', 'determin', 'smoke', 'much', 'entir', 'month', 'februari', 'come']","['tell', 'make', 'little', 'spreadsheet', 'track', 'whose', 'idea', 'smoke', 'determine', 'smoke', 'much', 'entire', 'month', 'february', 'come']",tell make little spreadsheet track whose idea smoke determine smokes much entire month february come,tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari come,tell make little spreadsheet track whose idea smoke determine smoke much entire month february come
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,for sale arsenal dartboard good condition but no doubles or trebles,"['sale', 'arsenal', 'dartboard', 'good', 'condition', 'doubles', 'trebles']","['sale', 'arsen', 'dartboard', 'good', 'condit', 'doubl', 'trebl']","['sale', 'arsenal', 'dartboard', 'good', 'condition', 'double', 'treble']",sale arsenal dartboard good condition doubles trebles,sale arsen dartboard good condit doubl trebl,sale arsenal dartboard good condition double treble
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,don t look back at the building because you have no coat and i don t want you to get more sick just hurry home and wear a coat to the gym,"['look', 'back', 'building', 'coat', 'want', 'get', 'sick', 'hurry', 'home', 'wear', 'coat', 'gym']","['look', 'back', 'build', 'coat', 'want', 'get', 'sick', 'hurri', 'home', 'wear', 'coat', 'gym']","['look', 'back', 'build', 'coat', 'want', 'get', 'sick', 'hurry', 'home', 'wear', 'coat', 'gym']",look back building coat want get sick hurry home wear coat gym,look back build coat want get sick hurri home wear coat gym,look back build coat want get sick hurry home wear coat gym
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone,"['painful', 'personal', 'thought', 'always', 'try', 'keep', 'everybody', 'happy', 'time', 'nobody', 'recognises', 'alone']","['pain', 'person', 'thought', 'alway', 'tri', 'keep', 'everybodi', 'happi', 'time', 'nobodi', 'recognis', 'alon']","['painful', 'personal', 'thought', 'always', 'try', 'keep', 'everybody', 'happy', 'time', 'nobody', 'recognise', 'alone']",painful personal thought always try keep everybody happy time nobody recognises alone,pain person thought alway tri keep everybodi happi time nobodi recognis alon,painful personal thought always try keep everybody happy time nobody recognise alone
ham,Thanks for ve lovely wisheds. You rock,thanks for ve lovely wisheds you rock,"['thanks', 'lovely', 'wisheds', 'rock']","['thank', 'love', 'wish', 'rock']","['thanks', 'lovely', 'wisheds', 'rock']",thanks lovely wisheds rock,thank love wish rock,thanks lovely wisheds rock
ham,You intrepid duo you! Have a great time and see you both soon. ,you intrepid duo you have a great time and see you both soon,"['intrepid', 'duo', 'great', 'time', 'see', 'soon']","['intrepid', 'duo', 'great', 'time', 'see', 'soon']","['intrepid', 'duo', 'great', 'time', 'see', 'soon']",intrepid duo great time see soon,intrepid duo great time see soon,intrepid duo great time see soon
ham,I asked sen to come chennai and search for job.,i asked sen to come chennai and search for job,"['asked', 'sen', 'come', 'chennai', 'search', 'job']","['ask', 'sen', 'come', 'chennai', 'search', 'job']","['ask', 'sen', 'come', 'chennai', 'search', 'job']",asked sen come chennai search job,ask sen come chennai search job,ask sen come chennai search job
ham,Dad went out oredi... ,dad went out oredi,"['dad', 'went', 'oredi']","['dad', 'went', 'oredi']","['dad', 'go', 'oredi']",dad went oredi,dad went oredi,dad go oredi
